time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-4.03591200126e-07,6.0990643556e-05,10.0093658994,0.0115722258685,0.000126747015478,0.0,-2.65212480403e-05,0.0036285472481,0.312157194013,-0.0384841513527,0.00288044921594,0.0,499.19133717800054,499.4014246564246,501.5226070137635,498.72012338384786
0.12000000000000001,-1.38849392284e-05,0.000522988648146,10.0322722185,0.0095741529395,0.00212629832436,0.0,-0.000655719727359,0.0115500373626,0.451343629978,-0.0334587801726,-0.0131736842483,0.0,449.3567337663014,448.05367885606046,449.6868944256396,450.0931125728038
0.18,-0.000102302839711,0.00140860273766,10.0624011188,0.00822876122,0.00318360018606,0.0,-0.00241606250551,0.0178244814797,0.552909803518,-0.025664675673,-0.029312515034,0.0,438.20273055912594,436.8593253376415,437.4189230336374,438.06706371963986
0.23999999999999996,-0.000325376984226,0.00270656169963,10.1046805563,0.00957870964171,0.00164731431913,0.0,-0.00482486681144,0.025643953584,0.856226237495,-0.0455254748192,-0.0358170111044,0.0,498.0508406420986,497.57471642169486,498.14511038898775,496.69059187390036
0.3,-0.000639549242587,0.00442444371003,10.1581450677,0.0068885277997,6.28267387976,0.0,-0.00543763227487,0.0313546116022,0.925872434683,-0.0441954683273,-0.0364938266487,0.0,428.35944036792193,428.3012530616801,427.4718865053348,427.5839296933758
0.36000000000000004,-0.000960627696444,0.00643290772058,10.214980602,0.00618320447617,0.00109534232839,0.0,-0.00539644710798,0.035514756662,0.968610385842,-0.0300656737269,-0.0163162166251,0.0,419.2574283891375,421.00630913636013,417.70570541318335,418.9350471938307
0.4200000000000001,-0.00131234459621,0.00869909001684,10.2785729397,0.00436765108793,0.0019167826251,0.0,-0.00640557961121,0.0398174185962,1.15096934348,-0.0310495242113,-0.00276869551921,0.0,463.03451421470965,464.0990530013037,462.9795127262989,462.90184499981063
0.48000000000000015,-0.00174237847697,0.0111828776311,10.3517006808,0.00409917423356,0.00273024907446,0.0,-0.00802881613322,0.0429622738941,1.28647892292,-0.0461342228062,-0.0148769473396,0.0,448.77156219536505,447.78786287151075,451.03919983955944,449.8188326673052
0.5400000000000001,-0.00232343674028,0.0138495252477,10.4359934212,0.00139287440941,0.0101390291387,0.0,-0.0122067850428,0.0455919822198,1.52299127721,-0.0443594036278,0.015508012575,0.0,477.8297672281463,480.1403360610989,480.7001786719685,480.83360094991025
0.6000000000000002,-0.00331178202704,0.0166128329015,10.5317228924,0.000950315479413,0.0186501535685,0.0,-0.0216288446252,0.0464534836048,1.66777958763,-0.0291974234505,0.0444926307393,0.0,452.1872991726507,454.5161674646281,452.37496742916784,453.5933521395905
0.6600000000000003,-0.00512884099098,0.0194173612305,10.641146201,6.28242233515,0.0218483481302,0.0,-0.0393475053002,0.0468069908842,1.97917057569,-0.0328607428905,0.0513470047594,0.0,501.9658639170066,502.46401768342,502.17941279984535,501.9134493312259
0.7200000000000003,-0.00797974329308,0.0222222496583,10.764018859,0.0020986266029,0.0252295532139,0.0,-0.0560483780505,0.0470244032505,2.11633146206,-0.0581738154616,0.0440240819785,0.0,452.5727145843516,451.9843938438245,453.4452660234354,451.40639524399165
0.7800000000000004,-0.0119323014131,0.0250821122489,10.8961898742,6.28284184738,0.0281950660878,0.0,-0.0760379072986,0.0480425073192,2.2890302283,-0.0706543415495,0.036473375545,0.0,463.0688754835977,462.47540558813915,465.10013293868985,464.1190435698837
0.8400000000000004,-0.0171218586574,0.0279522412916,11.0377564958,6.2819548026,0.0305916927018,0.0,-0.0972047515829,0.047512548547,2.42956033687,-0.0517622702213,0.0301324571874,0.0,454.8435421591648,454.335922186287,453.9474454749984,455.45789243837015
0.9000000000000005,-0.0236282927451,0.0308269238376,11.187653985,0.0106663165458,0.0325093459318,0.0,-0.119870518617,0.0496367646674,2.56671210994,-0.0954096644677,0.0327539661814,0.0,453.5348034728406,453.7456097002839,456.5854889455686,453.08666088022403
0.9600000000000005,-0.0313733384735,0.0339687852347,11.3406981507,0.0061716177049,0.0354329666039,0.0,-0.138551250397,0.0547125876581,2.53482502215,-0.0844025849105,0.0207628037506,0.0,399.942176015957,398.8488757288121,399.598946564421,400.5929717965167
1.0200000000000005,-0.0406297381029,0.037410330285,11.5008863678,0.00653391558702,0.0421528380785,0.0,-0.170795136286,0.0600169166276,2.80412757531,-0.060056711998,0.0452206722721,0.0,493.1302374404977,494.9337377033077,492.3492641002814,494.14316667051236
1.0800000000000005,-0.0515350852604,0.0411181295917,11.6668742081,0.00829081437406,0.0449049050377,0.0,-0.192936732157,0.0637317629575,2.72897005114,-0.0866476278799,0.0415506517533,0.0,386.1638253295062,385.818886041702,386.82628914409315,384.30958267944817
1.1400000000000006,-0.064314817175,0.0451363450401,11.8394532144,0.00308904943312,0.0474125879739,0.0,-0.23335313592,0.0695262966338,3.02291928761,-0.0888933622264,0.0385622155701,0.0,501.63470004051874,501.41829985033866,501.59512380555776,501.4266337740501
1.2000000000000006,-0.0793589224558,0.0493831089138,12.0247526204,0.00476448741309,0.0517703584031,0.0,-0.268582384104,0.072242499499,3.15334647765,-0.11912028955,0.0216545781812,0.0,456.53817022523765,455.18752623850406,456.0049817946866,453.57565991074307
1.2600000000000007,-0.0963997236165,0.0537959278343,12.2140051059,0.00252697157365,0.0539305269061,0.0,-0.299643796078,0.074678306625,3.15505026387,-0.14462351046,0.0102199046322,0.0,415.87856137266664,414.87572349406196,415.38977135245483,413.1309148454682
