time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.00163439162193,-0.000639318282855,9.98907643419,0.459853579969,1.03023496155,0.0,0.0967181542385,-0.00636672748686,-0.474968779115,1.60194679207,-6.68432495123,0.0,727.10622746,183.133947718,241.858878546,419.100521584
0.12000000000000001,-0.00981171625723,-0.00182802193013,9.94200754812,0.558323507358,4.35544929763,0.0,-0.186596399348,-0.141359797448,-1.29029052386,1.40801226079,-11.4665728494,0.0,660.178939566,132.854060066,404.077229813,389.146971109
0.18,-0.00136494806955,-0.0095775770049,9.84697592006,0.851372632787,5.93501229436,0.0,0.415664168374,-0.000590472700361,-1.7361848154,2.46759526663,-15.2020493768,0.0,680.263062453,172.261318985,343.996106506,445.671654867
0.23999999999999996,0.0323320467519,0.0051454244771,9.73752515166,0.998814063735,5.38205157088,0.0,0.751772704142,0.48077302844,-1.93725401083,2.40136929563,-16.725520955,0.0,614.65004876,157.155804403,438.890450177,440.018383593
0.3,0.0957081512385,0.0427351447881,9.60923661662,1.16122037743,4.49104649903,0.0,1.3937188645,0.702563157801,-2.38530513423,2.00349624591,-17.6079228821,0.0,609.135550571,153.374831398,459.412484592,432.50054938
0.36000000000000004,0.198441921271,0.0775831900939,9.44590303693,1.28564829652,3.54661134016,0.0,1.98387058992,0.381546656908,-3.08153175228,1.77256761839,-18.4879868825,0.0,633.969290499,156.429918134,431.548521341,415.920654712
0.4200000000000001,0.32236996462,0.0811012681727,9.23852880209,1.39199911146,2.55914917014,0.0,2.05071542247,-0.276570304752,-3.82241254416,1.77236506884,-19.4019327499,0.0,661.907560532,161.74431039,396.144961903,399.933771156
0.48000000000000015,0.43142858039,0.0496790509655,8.98968808407,1.5139438453,1.52100131707,0.0,1.52237934785,-0.690894085582,-4.45273788646,2.02359669259,-20.3293363761,0.0,689.893055338,168.480639806,354.815244108,384.128992198
0.5400000000000001,0.503222256364,0.0130172621368,8.70562684042,1.69768908633,0.413224866542,0.0,0.912634815098,-0.431043502096,-5.02184401593,2.57728558776,-21.207051844,0.0,714.372866119,174.763144623,306.278474011,372.719967834
0.6000000000000002,0.55379028788,0.0067011821558,8.38415904563,1.98883210165,5.51578332299,0.0,0.88828394396,0.217420267698,-5.7203301728,3.42314524216,-22.0078574506,0.0,736.329135906,181.955096318,253.084382779,365.626237481
0.6600000000000003,0.620569301805,0.0294467765708,8.01981560996,2.22046624379,4.55019372748,0.0,1.37555208885,0.480903286395,-6.40315956306,3.76330103486,-20.6348780883,0.0,618.356527363,180.592402617,320.012116867,373.287218141
0.7200000000000003,0.721467107124,0.0545910222945,7.62278347846,2.5617865033,3.43765129928,0.0,1.93469542121,0.303609992935,-6.76223283397,2.86757639907,-19.8418019067,0.0,607.996767562,156.811688558,447.030326324,382.46886848
0.7800000000000004,0.839338319772,0.0646757380155,7.2136860662,2.75711398119,2.25088293395,0.0,1.89553336467,0.0539433939516,-6.88317260644,2.42807334524,-20.0699474141,0.0,655.258892357,160.966614299,391.828124888,358.790222611
0.8400000000000004,0.937850687745,0.0649669863141,6.79126958735,2.90252493252,1.1211985755,0.0,1.33771901679,-0.0151054985891,-7.26974501217,2.41264003147,-20.7994655064,0.0,696.086778726,167.827621666,330.436912954,337.31724135
0.9000000000000005,1.00243837856,0.0659995514335,6.32815372154,3.07595777822,6.26433731955,0.0,0.905370096582,0.0504087024588,-8.22537413023,2.77089776476,-21.6620488976,0.0,727.348583023,177.416820966,274.481105218,328.142623014
0.9600000000000005,1.06042106864,0.068603530541,5.80243383229,3.6595031304,4.98430583671,0.0,1.11961129127,0.00169668556889,-9.27482769455,4.29279483311,-22.0735989413,0.0,743.503016855,243.467141349,163.87502849,385.317345429
1.0200000000000005,1.14143462487,0.0657494261988,5.22214275496,4.21359448443,4.93629958549,0.0,1.57745158662,-0.106504514753,-10.0683477574,2.89673860136,-19.4105687225,0.0,508.716296309,141.557709835,455.267099958,346.152243852
1.0800000000000005,1.25041080808,0.0591511499103,4.5962924795,4.53495442373,4.11078981858,0.0,2.05906390382,-0.0615844767557,-10.7803184434,1.89311752786,-18.064256867,0.0,521.578642202,147.658705938,407.134253065,314.716136715
1.1400000000000006,1.3842387371,0.066017222338,3.92846350728,4.71463347506,3.07829713373,0.0,2.34247894834,0.332027436324,-11.4904237093,1.19994905921,-17.5762798427,0.0,548.291339307,157.114643733,366.516738084,294.178075679
1.2000000000000006,1.52128323431,0.100191763593,3.21567503939,4.7940079194,2.02626629441,0.0,2.15489924716,0.774786175662,-12.2768450644,0.920689549871,-17.7806875372,0.0,593.308296946,183.439783905,312.809503947,280.536003237
1.2600000000000007,1.63598988165,0.150288101668,2.45496405356,4.85044556675,0.966303142055,0.0,1.66189321248,0.813560429885,-13.0758205496,0.964363550456,-18.057872249,0.0,617.736509793,223.404269979,273.748994707,281.019729206
1.3200000000000007,1.72510099723,0.187311865399,1.64773029308,4.93221146347,6.16772255158,0.0,1.37692664015,0.373565979906,-13.8225649317,1.28746885106,-18.0037266532,0.0,623.468439717,275.264914859,245.166764606,291.153477582
1.3800000000000008,1.81086626381,0.194371723413,0.797634227216,5.27353026602,5.41141385698,0.0,1.52331502554,-0.122988925756,-14.4918561097,2.48697035538,-16.6867006572,0.0,571.805975044,352.074294799,132.364661636,328.304886769
1.4400000000000008,1.90417664943,0.181274431058,0.0,0.153574337615,6.21290519102,0.0,1.53348620582,-0.239828833467,-15.1939735009,-0.0407609325461,-13.4862225689,0.0,207.111306821,201.755095941,467.081499292,192.667111331
0.06,-0.00164278327963,-0.000640540660286,9.98907435936,0.459796961332,1.02479878345,0.0,0.0966000493685,-0.00657933468426,-0.475560750673,1.60184461502,-6.68186346291,0.0,726.978126468,183.131742956,241.898047359,419.11417167
0.12000000000000001,-0.00979847046213,-0.00181416537676,9.94202355583,0.55805883624,4.36134981868,0.0,-0.185727687424,-0.140895362766,-1.28970086518,1.41252987893,-11.4711902522,0.0,660.483240905,132.403670935,403.849001219,389.347798227
0.18,-0.0013029772155,-0.00947478382057,9.84712017279,0.85019806584,5.93955676289,0.0,0.415464468093,0.0016532749838,-1.73284682259,2.4689447745,-15.2057820923,0.0,680.31081308,172.324206048,343.988109414,445.419379461
0.23999999999999996,0.0323002600094,0.00538833523427,9.73790288479,0.997719471349,5.38438583578,0.0,0.749147557347,0.483282503097,-1.9328139834,2.40330142585,-16.7252206894,0.0,614.506820137,157.312693832,438.747042764,439.93198525
0.3,0.0954717781079,0.0431354840105,9.6098971864,1.16054292322,4.49091368419,0.0,1.3897040851,0.705262744559,-2.38046216006,2.00275846939,-17.5986111545,0.0,608.449162021,153.188199081,459.367797589,432.233663191
0.36000000000000004,0.197931986452,0.0781506465665,9.44685059464,1.28520957029,3.54544323503,0.0,1.97872182252,0.384450557258,-3.0768352011,1.76691621079,-18.4729064527,0.0,633.260520484,156.185812099,431.636824454,415.571324268
0.4200000000000001,0.321521624247,0.0818629371239,9.2397519448,1.39123163146,2.55823789702,0.0,2.04469203983,-0.272867426859,-3.81794191654,1.76722426316,-19.3846199079,0.0,661.247274897,161.353972157,396.157049489,399.968754183
0.48000000000000015,0.430223578951,0.0506813289065,8.99116940285,1.5130361983,1.52260882799,0.0,1.51673524816,-0.686891882063,-4.44859466755,2.02007155787,-20.3170531568,0.0,689.510490914,167.58570806,354.813363629,384.258883587
0.5400000000000001,0.501686921709,0.0142129108368,8.70735958975,1.69631676801,0.41705322915,0.0,0.906892576391,-0.428831849309,-5.01743878075,2.57252505386,-21.2001005529,0.0,714.040785204,173.470818152,306.390105121,372.668077635
