episode,time,reward,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1,2.520000000000002,-534.578566476,-2.31952029137,-18.1371453877,32.3226208749,2.84578577395,0.493459357505,0.0,-5.40095905016,-16.0098566141,0.441409245895,-8.73294800612,1.78654801332,0.0,857.085007772,871.851583699,875.099643035,827.804627802
1,2.580000000000002,-567.781814436,-2.68493718782,-19.0643230591,32.2726704815,2.3214663176,0.630924381052,0.0,-6.83236552865,-14.7877933513,-1.98456004476,-8.84010152539,2.15631258347,0.0,854.992126402,872.647410776,875.821390278,827.260617797
1,2.640000000000002,-598.677876337,-3.14754972,-19.9027533648,32.1039993251,1.79075785181,0.798078661545,0.0,-8.64999663087,-13.1438053374,-3.49560504547,-8.94950001964,2.5753836557,0.0,853.273631778,873.932440173,876.897073392,827.161994636
1,2.700000000000002,-628.612999086,-3.73151330131,-20.6454758949,31.8717781054,1.25353638168,0.998411851208,0.0,-10.8691548589,-11.6829919997,-4.13594634993,-9.06159937429,3.04217416915,0.0,850.970251666,874.880332669,878.178154363,827.316407839
1,2.760000000000002,-659.872507583,-4.45648203559,-21.318602422,31.6178734983,0.70926787108,1.23477880212,0.0,-13.3005859968,-10.8691199101,-4.30085157045,-9.14779432603,3.55251594384,0.0,848.628251635,875.963995409,879.10056171,828.457451517
1,2.820000000000002,-694.500050772,-5.32360031322,-21.9642820228,31.3535958326,0.15973906777,1.50864772118,0.0,-15.5488658206,-10.7311300854,-4.55657063126,-9.20460990793,4.09766692666,0.0,846.372259783,877.24586281,879.941883141,829.829009696
1,2.880000000000002,-733.110849886,-6.31433339896,-22.6121642013,31.0618390011,5.890089726,1.82130588564,0.0,-17.4313818846,-10.8656977419,-5.24996009066,-9.24215297202,4.67191507085,0.0,843.677979687,878.331900791,881.294691121,831.56257521
1,2.940000000000002,-774.806336813,-7.41220968795,-23.2597171854,30.7103546626,5.33503231705,2.17645760335,0.0,-19.1514510304,-10.5828661454,-6.55842939852,-9.27651031501,5.28271527269,0.0,840.768210541,880.03591549,882.965805586,833.080818654
1,3.000000000000002,-817.260189971,-8.60672683016,-23.8526536802,30.2706528423,4.77795804565,2.57327676214,0.0,-20.5738566462,-8.94355156856,-8.02778045388,-9.30663642541,5.91520929704,0.0,838.031284271,881.859668309,884.623155465,834.677433339
1,3.0600000000000023,-857.318004593,-9.86052364803,-24.3109364919,29.7720375014,4.21897174919,3.00619791574,0.0,-21.0393886234,-6.31645616513,-8.35958644522,-9.34420629078,6.53918548827,0.0,835.628614416,883.320674552,886.872447509,836.288060877
1,3.1200000000000023,-893.831041073,-11.1085752928,-24.6282139091,29.2932887798,3.657772469,3.47357892768,0.0,-20.4415929482,-4.47287958686,-7.51467941867,-9.38045273697,7.14985097953,0.0,832.930002734,884.693153013,888.819489589,837.895754159
1,3.1800000000000024,-928.193309347,-12.3031862652,-24.8762674532,28.8692363946,3.0944009999,3.97318793457,0.0,-19.3370956519,-3.95053690844,-6.69002787507,-9.41639514431,7.74026572716,0.0,830.486517701,886.254056317,890.313558364,839.100373232
1,3.2400000000000024,-961.440213179,-13.4227782749,-25.1159790488,28.477888023,2.52884015851,4.50115839888,0.0,-17.9265844869,-4.07975312333,-6.45846093967,-9.45618843594,8.29715355791,0.0,827.781836325,887.212977007,891.538430825,839.825821636
1,3.3000000000000025,-992.596281168,-14.4462848164,-25.3620987284,28.0788336149,1.96087300222,5.05443699418,0.0,-16.1508761961,-4.02395772582,-6.93855527469,-9.49847648148,8.81331271873,0.0,825.508084185,888.315086846,892.564741877,840.361666366
1,3.3600000000000025,-1018.91772166,-15.361797283,-25.5766721128,27.6406783378,1.39030160415,5.62873489836,0.0,-14.4290683633,-2.94736630503,-7.61279252484,-9.55539563489,9.27535444479,0.0,823.693556041,889.172127943,893.752864484,840.467931188
1,3.4200000000000026,-1038.58357004,-16.1955210895,-25.6966047523,27.185657402,0.816311712547,6.22066777419,0.0,-13.5470098768,-1.00183446455,-7.34793829201,-9.6233518759,9.67626530211,0.0,822.365325334,889.878573149,894.738697271,840.365306979
1,3.4800000000000026,-1054.26158228,-17.0198941861,-25.7076987543,26.7850778294,0.238253844559,0.54632425694,0.0,-14.178467455,0.444450173976,-5.90962260754,-9.6883240907,10.0286522661,0.0,820.832747434,890.485384337,894.885125524,839.93684867
1,3.5400000000000027,-1072.26877575,-17.924616669,-25.6726349181,26.4678087657,5.93947319238,1.1711655117,0.0,-16.0805319936,0.575181875776,-4.86180162907,-9.75273174202,10.3420440491,0.0,819.048365108,890.772564366,895.400076821,839.96076696
1,3.6000000000000028,-1095.94610644,-18.9492294336,-25.6435609891,26.1718360464,5.35363766095,1.81018017893,0.0,-18.0073822752,0.454513897808,-5.16396253956,-9.81820202617,10.6165917475,0.0,817.04438995,890.7191588,895.924661767,839.738656661
1,3.660000000000003,-1122.97954516,-20.0770021512,-25.5998960674,25.8351708178,4.7638784116,2.46276240027,0.0,-19.530576455,1.20827605895,-6.08035047247,-9.88639164348,10.8643860931,0.0,815.20795591,891.008161331,896.191616721,839.146739843
1,3.720000000000003,-1149.33247439,-21.2749275022,-25.4653140881,25.4558994487,4.1700387792,3.12844782585,0.0,-20.1731312195,3.42916067467,-6.34552460478,-9.9587686797,11.094743878,0.0,813.184694275,891.28248305,896.26650387,838.262693217
1,3.780000000000003,-1171.91477,-22.461825749,-25.1983262755,25.1005512316,3.57182853652,3.80479999741,0.0,-19.2022279786,5.22651222725,-5.44544887614,-10.0167522689,11.2907198522,0.0,811.196580739,890.889139441,896.290757583,837.949072095
1,3.840000000000003,-1190.73584385,-23.5695315172,-24.8701352148,24.790933827,2.97015726215,4.48960176935,0.0,-17.716674434,5.57555182714,-5.0139589528,-10.0735951692,11.4457763985,0.0,809.838817243,890.247992409,896.21333543,837.210949146
1,3.900000000000003,-1206.01962703,-24.5812301967,-24.53454212,24.4759589151,2.36506819503,5.18117029642,0.0,-15.9287370255,5.69719259308,-5.68539001816,-10.1384829236,11.5630149861,0.0,808.854158743,889.573875675,896.472342627,836.438592732
1,3.960000000000003,-1214.36453733,-25.4824036924,-24.1543022628,24.0872370531,1.81951981141,5.87509760167,0.0,-14.2644768374,7.25509433687,-7.28096877021,-9.5867557093,11.5700835138,0.0,821.375682882,897.455563283,880.971288032,848.528627268
1,4.020000000000002,-1212.40957922,-26.3261508364,-23.6428627848,23.6213512575,1.37381486191,0.285593565838,0.0,-14.1048740801,9.76612491365,-8.06755998384,-8.76837772705,11.4746947184,0.0,834.839033401,905.118470538,864.619810578,850.439961227
1,4.080000000000001,-1203.88825105,-27.2022673504,-23.0014995991,23.1383506017,1.02821662012,0.98794668022,0.0,-15.2363838941,11.4234707917,-7.9838454882,-7.79074942202,11.1165264356,0.0,848.916174316,905.307471313,847.804264822,849.169190116
1,4.14,-1195.00583891,-28.1673787473,-22.2995820186,22.6602896039,0.783265676079,1.71266949771,0.0,-16.9839792615,11.7898916768,-8.04757920949,-6.69796673812,10.4629308144,0.0,862.301745043,900.541212157,831.247607826,846.933950836
1,4.199999999999998,-1189.10118529,-29.2394669018,-21.6101593264,22.1517545268,0.615921779964,2.46229187509,0.0,-18.6839996216,11.0382116691,-9.10333134564,-5.57356353289,9.54467863878,0.0,874.999443545,893.597258142,815.971320832,842.087319693
1,4.259999999999997,-1185.63711066,-30.3849024829,-20.9895179886,21.5407477992,0.510261996059,3.2490648678,0.0,-19.2121784121,9.59236444074,-11.41754027,-4.46304707258,8.34915312994,0.0,886.737467949,883.201078984,802.583760993,836.00071406
1,4.319999999999996,-1180.46474676,-31.5024776191,-20.4535409381,20.7816830981,0.44392046964,4.08215448234,0.0,-17.7783927635,8.3850927082,-13.725193639,-3.42381917883,6.87581299319,0.0,897.41602416,870.553011788,791.38467285,827.964052519
1,4.379999999999995,-1169.72876417,-32.5078697373,-19.9655776231,19.9254701486,0.403084605231,4.97899501687,0.0,-15.8107125601,7.99167617179,-14.5845422065,-2.48953546821,5.10976837085,0.0,907.250846368,856.115801132,782.456495414,819.039198485
1,4.439999999999993,-1154.21038781,-33.4158619719,-19.4842533144,19.0549806015,0.381827458085,5.95773141039,0.0,-14.5862205818,8.1290224206,-14.2417405684,-1.67157879368,3.04015724126,0.0,915.577428761,840.669641054,775.651433447,810.181354831
1,4.499999999999992,-1137.41238689,-34.2925155958,-18.9805518137,18.2411160374,0.369702548541,0.761715750545,0.0,-15.0468916621,8.67696154597,-12.8349614529,-1.00228237554,0.648966960833,0.0,921.831364286,825.151144155,771.154092788,800.848871161
1,4.559999999999991,-1123.96565073,-35.2533694232,-18.455600024,17.482715776,0.367200063416,2.04675366645,0.0,-16.9061619739,8.68787390728,-12.7912712389,-0.471452592286,-2.14619470293,0.0,927.079230908,809.593248464,767.868331482,792.243814865
1,4.6199999999999894,-1113.7053016,-36.2952787593,-17.9515993357,16.6709810533,0.376478956156,3.43248023335,0.0,-17.5281534994,7.99665316325,-14.5618199392,-0.0530109133866,-5.22156175301,0.0,931.747761398,795.943246006,765.510967662,785.109427669
1,4.679999999999988,-1101.38157463,-37.2998529555,-17.4963697141,15.7357409925,0.392949171346,4.59836208146,0.0,-15.7519938239,7.30736223248,-16.2799656015,0.235552707173,-8.26016739725,0.0,935.720408837,784.378822547,764.237527334,777.872692412
1,4.739999999999987,-1083.84089604,-38.1957122477,-17.061494993,14.7505068428,0.414768809212,5.28003705067,0.0,-14.2342834129,7.23680363858,-16.4459902138,0.39845403345,-10.9753317728,0.0,939.070175444,775.078469635,763.856112214,771.638310242
1,4.799999999999986,-1063.16370279,-39.0158605313,-16.6238198342,13.7714551745,0.441130200139,5.3937735955,0.0,-13.1185782931,7.37283988322,-16.1475355797,0.473739099843,-13.1840361059,0.0,941.223011984,767.965017061,763.834808489,767.530186072
1,4.859999999999984,-1040.56816772,-39.7662671783,-16.1764615551,12.8128067679,0.469349136667,5.03389062136,0.0,-11.8356026092,7.5263441596,-15.8381104984,0.462435493845,-14.8491407745,0.0,942.998726227,763.251513081,764.752661253,764.354920443
1,4.919999999999983,-1015.52049303,-40.423062377,-15.725733731,11.8605092183,0.496818786268,4.35470956137,0.0,-9.95223283003,7.43226553595,-16.0304694394,0.35801795158,-16.0352221499,0.0,944.077459865,759.762500997,766.762018436,761.903598668
1,4.979999999999982,-986.382240782,-40.9569356319,-15.3000405451,10.8613592589,0.521287537402,3.49053140299,0.0,-7.97805768861,6.63113154224,-17.4899556236,0.151137081782,-16.8637426162,0.0,944.985334248,756.804877014,769.722588359,759.924195154
1,5.0399999999999805,-958.644787643,-41.4204367826,-14.9385760552,9.74858614396,0.541091063878,2.51935120184,0.0,-7.78040622397,5.44704259697,-19.5364032604,-0.169679071267,-17.4229016082,0.0,945.576540052,755.004724887,774.085444346,758.837734696
2,0.06,-26.8122876865,-1.29634797967e-06,-1.19124148814e-08,0.0604705645048,6.28318115431,0.000315679219287,0.0,-0.000110403509816,-1.19541368082e-06,2.01445496143,-0.000208025935226,0.0141229170542,0.0,849.007306366,849.612847267,850.352360974,850.343452751
2,0.12000000000000001,-25.9768167291,-4.52605756528e-05,-4.26464151052e-08,0.241349652776,0.000137697511013,0.0013486064998,0.0,-0.00171436772066,2.65295969435e-05,4.01013242464,0.0070680661533,0.0227765303671,0.0,849.487385533,849.858115279,850.265943537,850.577529275
2,0.18,-24.4658154415,-0.000272566259566,3.2211816036e-05,0.540731649568,0.0026371705704,0.00319549399418,0.0,-0.00646499490846,0.00173203323351,5.96127104859,0.0737637313952,0.0432849296546,0.0,848.876088907,849.755488944,848.856785384,851.713985644
2,0.23999999999999996,-22.3531411814,-0.000947416259321,0.000468676904848,0.955293357935,0.0152910586365,0.0077957456263,0.0,-0.0174287183429,0.0167621512383,7.84650197004,0.243882622655,0.108251952019,0.0,847.62882182,850.417376354,846.333188136,853.632004385
2,0.3,-19.7471119586,-0.0026736861819,0.00305175367347,1.48051102295,0.056790693599,0.0185066648313,0.0,-0.043372946278,0.0824237489108,9.64702461084,0.589733579995,0.218207379707,0.0,846.285166466,851.014470198,842.393364706,857.289825186
2,0.36000000000000004,-16.7936140905,-0.00679720979824,0.0130504587919,2.11067861356,0.15584500024,0.0401596606133,0.0,-0.100489856303,0.280997429615,11.3410890946,1.15046492031,0.392581154131,0.0,844.160081398,851.691101656,837.532705029,861.916399775
2,0.4200000000000001,-13.6789516881,-0.015899228201,0.0422855850533,2.83841211058,0.35719266103,0.0773609957629,0.0,-0.213700769074,0.750489677326,12.8912292662,1.98298999385,0.62481957203,0.0,841.68531274,851.796850861,831.153424081,868.025763168
2,0.48000000000000015,-10.6270927292,-0.0343858619307,0.112618058008,3.65292215915,0.712221600455,0.138178474236,0.0,-0.42124104555,1.68547050423,14.2152966859,3.11362277785,0.943508089792,0.0,838.265154937,852.29771568,823.299585761,875.022252427
2,0.5400000000000001,-7.89014763225,-0.069971843336,0.258963993885,4.53538758788,1.26670585703,0.231569680209,0.0,-0.800123368694,3.32203552743,15.1017996543,4.53837676144,1.35675339297,0.0,834.303442809,852.809968547,814.907233006,883.47037062
2,0.6000000000000002,-5.74479569135,-0.136689288917,0.526530613762,5.4430242959,2.02818766355,0.367294936624,0.0,-1.47996112593,5.66244813243,14.9077950898,6.18970767883,1.87028309271,0.0,829.366874463,852.935762769,806.586835512,892.35305721
2,0.6600000000000003,-4.44873768788,-0.255520156505,0.926891889999,6.28726860604,2.969914443,0.552068523703,0.0,-2.53774146998,7.42941185108,13.0029759881,7.97585984473,2.47206660519,0.0,824.634774703,853.270603404,798.055556668,901.328992624
2,0.7200000000000003,-4.01434715651,-0.450243096245,1.37437518585,6.99535105716,4.00560698963,0.797108766454,0.0,-4.03683198955,7.19471550073,10.7018836535,9.73852140032,3.17516868099,0.0,819.009258007,853.921662746,790.825215574,908.843779479
2,0.7800000000000004,-4.1558652878,-0.752240634423,1.76802236615,7.59635133283,5.05357612036,1.10443378218,0.0,-6.09832202731,5.90197919702,9.53721504217,11.3392239556,3.95317623781,0.0,813.839958255,854.713417707,785.295907971,914.792570747
2,0.8400000000000004,-4.64471127267,-1.18588537531,2.09531930979,8.15995585261,6.06898042392,1.45095996853,0.0,-8.36256861152,5.16586181014,9.29086412945,12.6888109416,4.70359390295,0.0,810.243158099,853.412509389,780.958995875,918.743868688
2,0.9000000000000005,-5.53596969826,-1.75662252021,2.40243726595,8.70046891591,0.77118622338,1.80751344592,0.0,-10.6631754482,5.05292738334,8.59529765885,13.7799405223,5.31214994865,0.0,809.409276485,850.198667857,777.771692959,922.380651983
2,0.9600000000000005,-7.04122425489,-2.46218351212,2.68409090246,9.18526357528,1.7375189263,2.15468993524,0.0,-12.8075081313,4.18735549281,7.65632182566,14.6272503627,5.66768801538,0.0,810.991177931,843.913488451,775.423134135,925.147347469
2,1.0200000000000005,-9.07697499134,-3.2825701961,2.89683729071,9.64420881485,2.69865363685,2.49557746574,0.0,-14.4384342924,2.96858117819,7.84014867346,15.2685448084,5.69946123048,0.0,814.940148803,835.25357987,773.673463393,927.343759298
2,1.0800000000000005,-11.757757402,-4.17890469781,3.06317137004,10.1456704649,3.66645192482,2.84958876087,0.0,-15.3271400137,2.80708592673,8.93891407916,15.7602656903,5.36190310268,0.0,821.135190879,824.522286572,772.361675547,929.720908238
2,1.1400000000000006,-18.7925221669,-5.10494358103,3.27263294262,10.7102369902,4.64634269916,3.24555599649,0.0,-15.3930772694,4.44660752776,9.68373887478,16.1499587353,4.63028951799,0.0,830.053970687,813.003385868,771.026586071,932.051853985
2,1.2000000000000006,-28.7734719498,-6.004715097,3.6081644883,11.2623511024,5.63868783398,3.70517952633,0.0,-14.4608340257,6.56062739376,8.41840107635,16.4611208643,3.52309881613,0.0,839.456941906,801.049444176,769.786136879,934.202413958
2,1.2600000000000007,-40.338482296,-6.83107173607,4.02104456983,11.706615721,0.361327233536,4.22420955578,0.0,-13.0477914041,6.96559101016,6.48376670368,16.7296167867,2.10237497679,0.0,848.647443375,791.122317567,768.539324792,936.678041623
2,1.3200000000000007,-52.2761004988,-7.56148291417,4.42993100959,12.0607181441,1.37893948115,4.78936039318,0.0,-11.1999853001,6.71257598163,5.48285932846,16.9572987534,0.417830544259,0.0,856.554735091,783.255334007,767.444081343,938.591050372
2,1.3800000000000008,-64.1067104554,-8.16784690962,4.84891707079,12.3708014332,2.40641916375,5.43105380212,0.0,-9.0449263766,7.45551945409,4.7187809261,17.1438582691,-1.5667065975,0.0,864.512314996,776.271666063,766.703499912,940.11874056
2,1.4400000000000008,-75.7209172419,-8.664079647,5.32557525824,12.590593721,3.4425404242,6.09341833744,0.0,-7.70286036965,8.21170783059,2.35815998255,17.2984630044,-3.75838471237,0.0,871.932995004,771.41753847,765.892622572,941.292553078
2,1.5000000000000009,-86.2948677966,-9.12317448781,5.78623187762,12.6513885199,4.48631249149,0.357131375832,0.0,-7.82923744982,6.84084880326,-0.108739460743,17.4301544461,-5.97239562015,0.0,878.150619437,767.879645069,764.915469292,942.217374764
